sample_id	age	genotype	new_annotation	richness
288	sick	CD70-/-	11_Follicular	6
288	sick	CD70-/-	27_Light Zone	NA
288	sick	CD70-/-	9_Follicular Hspa1+	NA
288	sick	CD70-/-	22_Pre-plasmablasts	2
288	sick	CD70-/-	12_Follicular	4
288	sick	CD70-/-	25_Ig-restricted	NA
288	sick	CD70-/-	20_Ig-restricted	NA
288	sick	CD70-/-	17_Ig-restricted	NA
177	sick	Bcl6tg/+	22_Pre-plasmablasts	3
177	sick	Bcl6tg/+	8_Age-associated/autoimmune	3
177	sick	Bcl6tg/+	19_Cycling MHCII low	3
177	sick	Bcl6tg/+	23_Ig-restricted	3
177	sick	Bcl6tg/+	18_Cycling MHCII low	3
177	sick	Bcl6tg/+	1_Marginal Zone	5
177	sick	Bcl6tg/+	4_Atypical CD21-CD23-	2
177	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	4
177	sick	Bcl6tg/+	15_Plasmablasts	6
177	sick	Bcl6tg/+	14_Follicular Serpina3+	5
177	sick	Bcl6tg/+	12_Follicular	3
177	sick	Bcl6tg/+	7_Age-associated/autoimmune	2
177	sick	Bcl6tg/+	21_Cycling MHCII low	3
177	sick	Bcl6tg/+	0_Follicular	NA
177	sick	Bcl6tg/+	11_Follicular	NA
177	sick	Bcl6tg/+	5_Atypical Marginal Zone	3
177	sick	Bcl6tg/+	9_Follicular Hspa1+	NA
177	sick	Bcl6tg/+	6_Follicular	NA
177	sick	Bcl6tg/+	13_Follicular	1
177	sick	Bcl6tg/+	27_Light Zone	NA
177	sick	Bcl6tg/+	10_Follicular IFN-stimulated	NA
177	sick	Bcl6tg/+	2_Transitional (T2)	NA
177	sick	Bcl6tg/+	16_Other	NA
177	sick	Bcl6tg/+	20_Ig-restricted	NA
195	sick	Bcl6tg/+	4_Atypical CD21-CD23-	1
195	sick	Bcl6tg/+	21_Cycling MHCII low	1
195	sick	Bcl6tg/+	19_Cycling MHCII low	1
195	sick	Bcl6tg/+	22_Pre-plasmablasts	2
195	sick	Bcl6tg/+	8_Age-associated/autoimmune	1
195	sick	Bcl6tg/+	11_Follicular	NA
195	sick	Bcl6tg/+	15_Plasmablasts	2
195	sick	Bcl6tg/+	5_Atypical Marginal Zone	1
195	sick	Bcl6tg/+	7_Age-associated/autoimmune	1
195	sick	Bcl6tg/+	0_Follicular	NA
195	sick	Bcl6tg/+	6_Follicular	1
195	sick	Bcl6tg/+	18_Cycling MHCII low	1
195	sick	Bcl6tg/+	2_Transitional (T2)	NA
195	sick	Bcl6tg/+	12_Follicular	NA
195	sick	Bcl6tg/+	25_Ig-restricted	NA
195	sick	Bcl6tg/+	9_Follicular Hspa1+	NA
195	sick	Bcl6tg/+	1_Marginal Zone	4
195	sick	Bcl6tg/+	14_Follicular Serpina3+	NA
195	sick	Bcl6tg/+	13_Follicular	NA
195	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	2
195	sick	Bcl6tg/+	16_Other	NA
195	sick	Bcl6tg/+	27_Light Zone	NA
195	sick	Bcl6tg/+	10_Follicular IFN-stimulated	NA
026	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	1
026	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	NA
026	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	4
026	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
026	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	NA
026	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	1
026	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	1
026	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	2
026	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	1
026	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
026	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	1
026	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
026	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
026	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
179	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	2
179	sick	CD70-/-;Bcl6tg/+	24_Follicular	NA
179	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
179	sick	CD70-/-;Bcl6tg/+	0_Follicular	2
179	sick	CD70-/-;Bcl6tg/+	16_Other	NA
179	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	NA
179	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	2
179	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	2
179	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
179	sick	CD70-/-;Bcl6tg/+	11_Follicular	NA
179	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
179	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
179	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	NA
179	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	NA
179	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	3
179	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
179	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
179	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	3
179	sick	CD70-/-;Bcl6tg/+	20_Ig-restricted	NA
179	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
179	sick	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
179	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
179	sick	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
179	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	NA
179	sick	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
179	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
179	sick	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
121	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	2
121	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
121	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	1
121	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	2
121	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
121	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	1
121	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	10
121	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
121	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
121	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	1
121	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
121	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
121	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	NA
121	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
121	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	3
121	sick	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
121	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
121	sick	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
121	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
121	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
121	sick	CD70-/-;Bcl6tg/+	16_Other	NA
121	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	2
121	sick	CD70-/-;Bcl6tg/+	24_Follicular	NA
121	sick	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
062	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	1
062	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	2
062	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
062	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	1
062	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	1
062	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
062	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	NA
062	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
062	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	3
062	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
062	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	2
062	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	2
062	sick	CD70-/-;Bcl6tg/+	16_Other	NA
062	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	1
062	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
062	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	1
062	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
062	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
062	sick	CD70-/-;Bcl6tg/+	24_Follicular	NA
062	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
062	sick	CD70-/-;Bcl6tg/+	20_Ig-restricted	NA
062	sick	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
062	sick	CD70-/-;Bcl6tg/+	11_Follicular	NA
191	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	2
191	18mos	Bcl6tg/+	7_Age-associated/autoimmune	3
191	18mos	Bcl6tg/+	5_Atypical Marginal Zone	4
191	18mos	Bcl6tg/+	22_Pre-plasmablasts	3
191	18mos	Bcl6tg/+	8_Age-associated/autoimmune	6
191	18mos	Bcl6tg/+	14_Follicular Serpina3+	8
191	18mos	Bcl6tg/+	15_Plasmablasts	5
191	18mos	Bcl6tg/+	21_Cycling MHCII low	2
191	18mos	Bcl6tg/+	1_Marginal Zone	5
191	18mos	Bcl6tg/+	12_Follicular	NA
191	18mos	Bcl6tg/+	19_Cycling MHCII low	2
191	18mos	Bcl6tg/+	6_Follicular	2
191	18mos	Bcl6tg/+	11_Follicular	1
191	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	2
191	18mos	Bcl6tg/+	18_Cycling MHCII low	1
191	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	1
191	18mos	Bcl6tg/+	0_Follicular	NA
191	18mos	Bcl6tg/+	2_Transitional (T2)	2
191	18mos	Bcl6tg/+	16_Other	NA
191	18mos	Bcl6tg/+	13_Follicular	NA
191	18mos	Bcl6tg/+	17_Ig-restricted	NA
191	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
191	18mos	Bcl6tg/+	27_Light Zone	NA
191	18mos	Bcl6tg/+	20_Ig-restricted	NA
191	18mos	Bcl6tg/+	23_Ig-restricted	NA
191	18mos	Bcl6tg/+	24_Follicular	NA
191	18mos	Bcl6tg/+	25_Ig-restricted	NA
254	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	2
254	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	4
254	18mos	Bcl6tg/+	18_Cycling MHCII low	2
254	18mos	Bcl6tg/+	19_Cycling MHCII low	3
254	18mos	Bcl6tg/+	8_Age-associated/autoimmune	3
254	18mos	Bcl6tg/+	6_Follicular	3
254	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	5
254	18mos	Bcl6tg/+	16_Other	NA
254	18mos	Bcl6tg/+	25_Ig-restricted	NA
254	18mos	Bcl6tg/+	22_Pre-plasmablasts	NA
254	18mos	Bcl6tg/+	5_Atypical Marginal Zone	2
254	18mos	Bcl6tg/+	11_Follicular	NA
254	18mos	Bcl6tg/+	1_Marginal Zone	2
254	18mos	Bcl6tg/+	15_Plasmablasts	3
254	18mos	Bcl6tg/+	0_Follicular	7
254	18mos	Bcl6tg/+	2_Transitional (T2)	NA
254	18mos	Bcl6tg/+	14_Follicular Serpina3+	NA
254	18mos	Bcl6tg/+	13_Follicular	NA
254	18mos	Bcl6tg/+	12_Follicular	NA
254	18mos	Bcl6tg/+	21_Cycling MHCII low	1
254	18mos	Bcl6tg/+	7_Age-associated/autoimmune	1
254	18mos	Bcl6tg/+	27_Light Zone	NA
254	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
254	18mos	Bcl6tg/+	17_Ig-restricted	NA
254	18mos	Bcl6tg/+	24_Follicular	NA
254	18mos	Bcl6tg/+	20_Ig-restricted	NA
254	18mos	Bcl6tg/+	23_Ig-restricted	NA
109	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	3
109	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	NA
109	18mos	CD70-/-;Bcl6tg/+	13_Follicular	NA
109	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
109	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	NA
109	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	1
109	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	NA
109	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
109	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	NA
109	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	3
109	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	1
109	18mos	CD70-/-;Bcl6tg/+	16_Other	NA
109	18mos	CD70-/-;Bcl6tg/+	11_Follicular	NA
109	18mos	CD70-/-;Bcl6tg/+	12_Follicular	NA
109	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	2
109	18mos	CD70-/-;Bcl6tg/+	0_Follicular	NA
109	18mos	CD70-/-;Bcl6tg/+	6_Follicular	NA
109	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
109	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
109	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
109	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
192	sick	Bcl6tg/+	22_Pre-plasmablasts	8
192	sick	Bcl6tg/+	7_Age-associated/autoimmune	5
192	sick	Bcl6tg/+	15_Plasmablasts	8
192	sick	Bcl6tg/+	21_Cycling MHCII low	7
192	sick	Bcl6tg/+	0_Follicular	4
192	sick	Bcl6tg/+	10_Follicular IFN-stimulated	1
192	sick	Bcl6tg/+	18_Cycling MHCII low	5
192	sick	Bcl6tg/+	19_Cycling MHCII low	4
192	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	5
192	sick	Bcl6tg/+	5_Atypical Marginal Zone	8
192	sick	Bcl6tg/+	16_Other	3
192	sick	Bcl6tg/+	8_Age-associated/autoimmune	9
192	sick	Bcl6tg/+	4_Atypical CD21-CD23-	5
192	sick	Bcl6tg/+	13_Follicular	3
192	sick	Bcl6tg/+	1_Marginal Zone	4
192	sick	Bcl6tg/+	2_Transitional (T2)	5
192	sick	Bcl6tg/+	6_Follicular	2
192	sick	Bcl6tg/+	12_Follicular	4
192	sick	Bcl6tg/+	11_Follicular	4
192	sick	Bcl6tg/+	23_Ig-restricted	NA
192	sick	Bcl6tg/+	14_Follicular Serpina3+	NA
192	sick	Bcl6tg/+	27_Light Zone	1
192	sick	Bcl6tg/+	24_Follicular	NA
192	sick	Bcl6tg/+	20_Ig-restricted	NA
192	sick	Bcl6tg/+	9_Follicular Hspa1+	NA
192	sick	Bcl6tg/+	25_Ig-restricted	NA
184	sick	Bcl6tg/+	15_Plasmablasts	5
184	sick	Bcl6tg/+	21_Cycling MHCII low	3
184	sick	Bcl6tg/+	7_Age-associated/autoimmune	7
184	sick	Bcl6tg/+	18_Cycling MHCII low	2
184	sick	Bcl6tg/+	1_Marginal Zone	2
184	sick	Bcl6tg/+	6_Follicular	3
184	sick	Bcl6tg/+	0_Follicular	5
184	sick	Bcl6tg/+	23_Ig-restricted	NA
184	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	4
184	sick	Bcl6tg/+	8_Age-associated/autoimmune	9
184	sick	Bcl6tg/+	5_Atypical Marginal Zone	3
184	sick	Bcl6tg/+	13_Follicular	4
184	sick	Bcl6tg/+	19_Cycling MHCII low	2
184	sick	Bcl6tg/+	9_Follicular Hspa1+	1
184	sick	Bcl6tg/+	22_Pre-plasmablasts	5
184	sick	Bcl6tg/+	11_Follicular	NA
184	sick	Bcl6tg/+	2_Transitional (T2)	NA
184	sick	Bcl6tg/+	12_Follicular	2
184	sick	Bcl6tg/+	4_Atypical CD21-CD23-	4
184	sick	Bcl6tg/+	16_Other	NA
184	sick	Bcl6tg/+	27_Light Zone	NA
184	sick	Bcl6tg/+	10_Follicular IFN-stimulated	NA
184	sick	Bcl6tg/+	20_Ig-restricted	NA
184	sick	Bcl6tg/+	14_Follicular Serpina3+	NA
184	sick	Bcl6tg/+	24_Follicular	NA
256	sick	Bcl6tg/+	0_Follicular	54
256	sick	Bcl6tg/+	25_Ig-restricted	3
256	sick	Bcl6tg/+	7_Age-associated/autoimmune	19
256	sick	Bcl6tg/+	6_Follicular	14
256	sick	Bcl6tg/+	1_Marginal Zone	20
256	sick	Bcl6tg/+	4_Atypical CD21-CD23-	17
256	sick	Bcl6tg/+	27_Light Zone	NA
256	sick	Bcl6tg/+	2_Transitional (T2)	8
256	sick	Bcl6tg/+	8_Age-associated/autoimmune	3
256	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	10
256	sick	Bcl6tg/+	11_Follicular	6
256	sick	Bcl6tg/+	14_Follicular Serpina3+	18
256	sick	Bcl6tg/+	12_Follicular	11
256	sick	Bcl6tg/+	13_Follicular	6
256	sick	Bcl6tg/+	17_Ig-restricted	NA
256	sick	Bcl6tg/+	10_Follicular IFN-stimulated	21
256	sick	Bcl6tg/+	16_Other	4
256	sick	Bcl6tg/+	18_Cycling MHCII low	3
256	sick	Bcl6tg/+	9_Follicular Hspa1+	10
256	sick	Bcl6tg/+	20_Ig-restricted	5
256	sick	Bcl6tg/+	15_Plasmablasts	6
256	sick	Bcl6tg/+	5_Atypical Marginal Zone	11
256	sick	Bcl6tg/+	21_Cycling MHCII low	4
256	sick	Bcl6tg/+	24_Follicular	9
256	sick	Bcl6tg/+	19_Cycling MHCII low	3
256	sick	Bcl6tg/+	22_Pre-plasmablasts	NA
256	sick	Bcl6tg/+	23_Ig-restricted	NA
200	sick	Bcl6tg/+	21_Cycling MHCII low	2
200	sick	Bcl6tg/+	1_Marginal Zone	1
200	sick	Bcl6tg/+	4_Atypical CD21-CD23-	2
200	sick	Bcl6tg/+	7_Age-associated/autoimmune	2
200	sick	Bcl6tg/+	12_Follicular	3
200	sick	Bcl6tg/+	15_Plasmablasts	1
200	sick	Bcl6tg/+	19_Cycling MHCII low	1
200	sick	Bcl6tg/+	6_Follicular	NA
200	sick	Bcl6tg/+	3_Atypical CD21lowCD23low	1
200	sick	Bcl6tg/+	8_Age-associated/autoimmune	4
200	sick	Bcl6tg/+	5_Atypical Marginal Zone	3
200	sick	Bcl6tg/+	2_Transitional (T2)	1
200	sick	Bcl6tg/+	16_Other	1
200	sick	Bcl6tg/+	18_Cycling MHCII low	1
200	sick	Bcl6tg/+	0_Follicular	2
200	sick	Bcl6tg/+	11_Follicular	1
200	sick	Bcl6tg/+	13_Follicular	2
200	sick	Bcl6tg/+	22_Pre-plasmablasts	1
200	sick	Bcl6tg/+	25_Ig-restricted	NA
200	sick	Bcl6tg/+	14_Follicular Serpina3+	1
200	sick	Bcl6tg/+	9_Follicular Hspa1+	NA
200	sick	Bcl6tg/+	10_Follicular IFN-stimulated	NA
200	sick	Bcl6tg/+	27_Light Zone	NA
200	sick	Bcl6tg/+	23_Ig-restricted	NA
200	sick	Bcl6tg/+	17_Ig-restricted	NA
021	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	2
021	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	1
021	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	2
021	sick	CD70-/-;Bcl6tg/+	16_Other	1
021	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	1
021	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	1
021	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	1
021	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	1
021	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
021	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	1
021	sick	CD70-/-;Bcl6tg/+	0_Follicular	1
021	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
021	sick	CD70-/-;Bcl6tg/+	12_Follicular	1
021	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	1
021	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	1
021	sick	CD70-/-;Bcl6tg/+	13_Follicular	1
021	sick	CD70-/-;Bcl6tg/+	6_Follicular	1
021	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	1
021	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	1
021	sick	CD70-/-;Bcl6tg/+	11_Follicular	1
021	sick	CD70-/-;Bcl6tg/+	24_Follicular	NA
021	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
107	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	3
107	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	7
107	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	6
107	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	2
107	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	2
107	sick	CD70-/-;Bcl6tg/+	11_Follicular	3
107	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	8
107	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	8
107	sick	CD70-/-;Bcl6tg/+	12_Follicular	3
107	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	7
107	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	8
107	sick	CD70-/-;Bcl6tg/+	6_Follicular	3
107	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
107	sick	CD70-/-;Bcl6tg/+	16_Other	NA
107	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	6
107	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	6
107	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
107	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
107	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	4
107	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	3
107	sick	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
107	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
107	sick	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
041	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	3
041	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
041	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	4
041	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
041	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	NA
041	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	1
041	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
041	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
041	sick	CD70-/-;Bcl6tg/+	11_Follicular	NA
041	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	4
041	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	1
041	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	NA
041	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
041	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
041	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
041	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
041	sick	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
041	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
041	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
041	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
041	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
116	sick	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	2
116	sick	CD70-/-;Bcl6tg/+	12_Follicular	NA
116	sick	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
116	sick	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	1
116	sick	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
116	sick	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	1
116	sick	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	1
116	sick	CD70-/-;Bcl6tg/+	1_Marginal Zone	2
116	sick	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
116	sick	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	3
116	sick	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	2
116	sick	CD70-/-;Bcl6tg/+	13_Follicular	NA
116	sick	CD70-/-;Bcl6tg/+	6_Follicular	NA
116	sick	CD70-/-;Bcl6tg/+	15_Plasmablasts	6
116	sick	CD70-/-;Bcl6tg/+	2_Transitional (T2)	NA
116	sick	CD70-/-;Bcl6tg/+	0_Follicular	NA
116	sick	CD70-/-;Bcl6tg/+	16_Other	NA
116	sick	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
116	sick	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
116	sick	CD70-/-;Bcl6tg/+	27_Light Zone	NA
116	sick	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
116	sick	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
116	sick	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
116	sick	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
116	sick	CD70-/-;Bcl6tg/+	11_Follicular	NA
116	sick	CD70-/-;Bcl6tg/+	24_Follicular	NA
